,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
1,Madhavanand Girls College ,0.0,0.0, , ,Learn,Free hatha yoga courses from 6-7AM.,"(0, 0)",wikivoyage,red
2,Maharaja Sawai Mansingh Sangeet Mahavidyalaya ,26.8976,75.812,Sawai Ram Singh Road ,http://www.msmsvidyalaya.in/ ,Learn,,"(26.8976, 75.812)",wikivoyage,red
3,Nad Sadhna ,26.9053,75.7712,"E-122(A) Kataria Colony, Ram Nagar Extension ",http://nadsadhna.com ,Learn,"An institute of Rajasthani music that holds group classes for vocals, guitars, synthesizer, tabla, sitar, flute, mouthorgan, dholak and dance. Tablas and sitars can be provided to students; other instruments must be brought by students to the class.","(26.9053, 75.7712)",wikivoyage,red
0,Bapu Bazaar and Nehru bazaar ,0.0,0.0, , ,Buy, Bapu and Nehru bazaars are for budget and traditional shoppers. They are popular and chaotic bazaars selling many different items ranging from handicrafts to western outfits.,"(0, 0)",wikivoyage,red
1,Johari Bazaar and Chameliwala Market ,0.0,0.0, , ,Buy,Johari bazaar and Chameliwala Market both best known as jewellery bazaars. There are hundreds of shops lined up in each bazaar selling jewellery of all types. Local jewellery along with authentic gems and stones can also be purchased.,"(0, 0)",wikivoyage,red
2,--,26.9154576,75.8189817,,,Buy,,"(26.9154576, 75.8189817)",wikivoyage,red
0,Gangaur Sweets ,26.9077,75.799,"J-32, Subash Marg, C-Scheme ", ,Eat," Sweets for chamcham, also baked sweets and crispy samosas.","(26.9077, 75.799)",wikivoyage,red
1,Jal Mahal ,26.916,75.8102,"85, MI Road ",https://www.facebook.com/jalmahal.icecreamcreations/ ,Eat,"A popular ice-cream parlor on MI Rd. An assortment of ice cream shakes, and some indigenous ice cream flavours. Excellent after a hearty meal at one of the MI Rd restaurants.","(26.916, 75.8102)",wikivoyage,red
2,Zolocrust ,0.0,0.0,"Hotel Clarks Amer, Jawaharlal Nehru Marg, Near Malviya Nagar ", ,Eat,"The gourmet bakery and Italian restaurant is operated by chefs of Hotel Clarks Amer and serves exquisite bakery items, it also serves vegan and vegetarian food.","(0, 0)",wikivoyage,red
0,Anokhi Cafe ,26.911,75.798," 2nd Floor, KK Square, C-11 Prithviraj Road ",https://www.facebook.com/AnokhiCafe ,Eat,"Mostly organic non-Indian-style (""international flavour"") home-style cakes, freshly prepared sandwiches, pastries, savoury snacks plus organic coffee and a selection of good teas. Quiet, relaxing, good value for money, situated outside the Anokhi shop (see Anokhi Museum of Hand Printing listing in ""See"").","(26.911, 75.798)",wikivoyage,red
1,Ambrosia ,26.9231,75.7986,"In the Hotel Ramsingh Palace, B 2, Hathi Babau Ka Bagh, Kanti Nagar, Banipark ",https://www.facebook.com/pages/Ambrosia/212615442121032 ,Eat,"Serving vegetarian and vegan, Chinese food and barbecue atop a 100-foot-high building providing a breathtaking view of the city.","(26.9231, 75.7986)",wikivoyage,red
2,Old Take Away ,26.9162,75.8081,"146, Subhash Corner, MI Roa ", ,Eat,Various chicken and mutton dishes for take-away.,"(26.9162, 75.8081)",wikivoyage,red
3,Peacock Rooftop Restaurant ,26.916,75.7956,"51, Hari Kishan Somani Marg ",https://hotelpearlpalace.com/wordpress/peacock-rooftop-restaurant ,Eat,"A rooftop restaurant serving Indian, Western and Chinese food. Fast service and good value.","(26.916, 75.7956)",wikivoyage,red
4,Rawat Mishthan Bhandar ,26.9213,75.7952,"Opposite Polo Victory Cinema, Station Road, Sindhi Camp ", ,Eat,"Do not miss the famous Pyaz ki Kachori, a spicy onion dish. Also, the ghewar and mawa kachori is famous.","(26.9213, 75.7952)",wikivoyage,red
0,Apno Gaon ,27.0092,75.7633,"14, New Loha Mandi, Sikar Road, Vishwakarma Industrial Area ", ,Eat,"Vegetarian food, including fresh vegetables and fruits. Slightly away from the main city: One has to go on a bumpy ride to reach there.","(27.0092, 75.7633)",wikivoyage,red
1,Four Seasons Restaurant ,26.9116,75.8016,"D-43A, Subhash Marg, C Scheme ",https://www.facebook.com/fourseasonsjaipur?rf,Eat,"Indian and Chinese food, among the most popular vegetarian restaurants in Jaipur.","(26.9116, 75.8016)",wikivoyage,red
2,Handi Restaurant ,26.917,75.8134,"Maya Mansion, Opp GPO, MI Rd ",http://handirestaurant.com/ ,Eat,"Specialising in meat dishes; chicken, mutton, kebab, tandoori and the super spicy Rajasthani speciality lal maas.","(26.917, 75.8134)",wikivoyage,red
3,Little Italy ,26.9107,75.7986,"C/11, K.K. Square, Prithviraj Marg, C-Scheme ",http://littleitaly.in/restaurant/jaipur_main.html ,Eat,"Part of a chain with restaurants around India and some other Asian countries, as the name reveals, this is a place to go to for Italian food. Wide selection of pizza, pasta and other typical Italian food, also some Mexican dishes. Large range of wines.","(26.9107, 75.7986)",wikivoyage,red
4,LMB ,26.9196,75.8256,"LMB Hotel & Restaurant, 100 Johari Bazaar ",http://www.hotellmb.com/restaurant.aspx ,Eat,"Good mid-range north Indian vegetarian restaurant. The restaurant sells good sweets and chat, Indian sweet and savory snacks, and is most famous for its Aloo ki Tikiya and Paneer Ghewar.","(26.9196, 75.8256)",wikivoyage,red
5,Loharu House ,26.907,75.7831, , ,Eat,"This is the house of a Royal Family in Civil Lines. Primarily a hotel, but they also serve food. You can call in advance and request a special dinner. Otherwise, dinners are served for in-house guests.","(26.907, 75.7831)",wikivoyage,red
6,Mamu's Infusion ,26.9098,75.7957,"101, 1st Floor, Mangalam Ambition Tower, Subhash Marg, C Scheme ", ,Eat,"Serves Indian, Italian, Mexican, Chinese, Thai and Middle Eastern dishes. Quirky decor, large servings and friendly staff.","(26.9098, 75.7957)",wikivoyage,red
7,Natraj ,26.91625,75.81126,"Panch Batti, M.I. Road ",https://www.facebook.com/Natraj-Restaurant-Jaipur-943481692408153/ ,Eat,"Vegetarian, speciality is the Rajasthani thali. Credit cards are accepted and they do not serve alcohol. They also have a mithai (sweets) shop.","(26.91625, 75.81126)",wikivoyage,red
8,Okra ,26.8496,75.7951,"Ashram Marg, Jawahar Circle ", ,Eat,Both a large buffet and a la carte. Reservations are required.,"(26.8496, 75.7951)",wikivoyage,red
9,Zodiac ,26.90237,75.79386,"Fortune Park Bella Casa, Cityplex, 1, Ashram Marg, Tonk Road ", ,Eat,A buffet restaurant with North Indian dishes.,"(26.90237, 75.79386)",wikivoyage,red
0,1135 AD Amber ,26.9857,75.8506,Amer Road ,https://www.facebook.com/1135adamber/ ,Eat,Upscale restaurant in the Amber Fort complex. They serve traditional Rajasthani cuisine in royally decorated dining rooms.,"(26.9857, 75.8506)",wikivoyage,red
1,Cinnamon ,26.9117,75.7851,"Jacob Road, Civil Lines, ",http://www.tajhotels.com/food-and-wine/jai-mahal-palace-jaipur/cinnamon/default.html ,Eat,"Northern Indian cuisine in a romantic setting, however they are reportedly a bit overpriced.","(26.9117, 75.7851)",wikivoyage,red
2,Niros ,26.9165,75.8112,"319, MI Rd, Ashok Nagar ",http://www.nirosindia.com/ ,Eat,Niros is a 60-year-old restaurant serving mostly Indian and Indo-Chinese dishes. Opinions are divided between those who laud the restaurant and others who consider it overpriced and more hype than quality.,"(26.9165, 75.8112)",wikivoyage,red
3,Steam ,26.896,75.8077, , ,Eat,"A train turned into an Italian restaurant, on the grounds of the Taj Rambagh palace. Popular among the upper class of Jaipur, they are also famous for their pizzas.","(26.896, 75.8077)",wikivoyage,red
0,Gangaur Sweets ,26.9077,75.799,"J-32, Subash Marg, C-Scheme ", ,Eat_Budget," Sweets for chamcham, also baked sweets and crispy samosas.","(26.9077, 75.799)",wikivoyage,red
1,Jal Mahal ,26.916,75.8102,"85, MI Road ",https://www.facebook.com/jalmahal.icecreamcreations/ ,Eat_Budget,"A popular ice-cream parlor on MI Rd. An assortment of ice cream shakes, and some indigenous ice cream flavours. Excellent after a hearty meal at one of the MI Rd restaurants.","(26.916, 75.8102)",wikivoyage,red
2,Zolocrust ,0.0,0.0,"Hotel Clarks Amer, Jawaharlal Nehru Marg, Near Malviya Nagar ", ,Eat_Budget,"The gourmet bakery and Italian restaurant is operated by chefs of Hotel Clarks Amer and serves exquisite bakery items, it also serves vegan and vegetarian food.","(0, 0)",wikivoyage,red
0,Anokhi Cafe ,26.911,75.798," 2nd Floor, KK Square, C-11 Prithviraj Road ",https://www.facebook.com/AnokhiCafe ,Eat_Budget,"Mostly organic non-Indian-style (""international flavour"") home-style cakes, freshly prepared sandwiches, pastries, savoury snacks plus organic coffee and a selection of good teas. Quiet, relaxing, good value for money, situated outside the Anokhi shop (see Anokhi Museum of Hand Printing listing in ""See"").","(26.911, 75.798)",wikivoyage,red
1,Ambrosia ,26.9231,75.7986,"In the Hotel Ramsingh Palace, B 2, Hathi Babau Ka Bagh, Kanti Nagar, Banipark ",https://www.facebook.com/pages/Ambrosia/212615442121032 ,Eat_Budget,"Serving vegetarian and vegan, Chinese food and barbecue atop a 100-foot-high building providing a breathtaking view of the city.","(26.9231, 75.7986)",wikivoyage,red
2,Old Take Away ,26.9162,75.8081,"146, Subhash Corner, MI Roa ", ,Eat_Budget,Various chicken and mutton dishes for take-away.,"(26.9162, 75.8081)",wikivoyage,red
3,Peacock Rooftop Restaurant ,26.916,75.7956,"51, Hari Kishan Somani Marg ",https://hotelpearlpalace.com/wordpress/peacock-rooftop-restaurant ,Eat_Budget,"A rooftop restaurant serving Indian, Western and Chinese food. Fast service and good value.","(26.916, 75.7956)",wikivoyage,red
4,Rawat Mishthan Bhandar ,26.9213,75.7952,"Opposite Polo Victory Cinema, Station Road, Sindhi Camp ", ,Eat_Budget,"Do not miss the famous Pyaz ki Kachori, a spicy onion dish. Also, the ghewar and mawa kachori is famous.","(26.9213, 75.7952)",wikivoyage,red
0,Gangaur Sweets ,26.9077,75.799,"J-32, Subash Marg, C-Scheme ", ,Eat_Budget_Sweet," Sweets for chamcham, also baked sweets and crispy samosas.","(26.9077, 75.799)",wikivoyage,red
1,Jal Mahal ,26.916,75.8102,"85, MI Road ",https://www.facebook.com/jalmahal.icecreamcreations/ ,Eat_Budget_Sweet,"A popular ice-cream parlor on MI Rd. An assortment of ice cream shakes, and some indigenous ice cream flavours. Excellent after a hearty meal at one of the MI Rd restaurants.","(26.916, 75.8102)",wikivoyage,red
2,Zolocrust ,0.0,0.0,"Hotel Clarks Amer, Jawaharlal Nehru Marg, Near Malviya Nagar ", ,Eat_Budget_Sweet,"The gourmet bakery and Italian restaurant is operated by chefs of Hotel Clarks Amer and serves exquisite bakery items, it also serves vegan and vegetarian food.","(0, 0)",wikivoyage,red
0,Anokhi Cafe ,26.911,75.798," 2nd Floor, KK Square, C-11 Prithviraj Road ",https://www.facebook.com/AnokhiCafe ,Eat_Budget_Savoury,"Mostly organic non-Indian-style (""international flavour"") home-style cakes, freshly prepared sandwiches, pastries, savoury snacks plus organic coffee and a selection of good teas. Quiet, relaxing, good value for money, situated outside the Anokhi shop (see Anokhi Museum of Hand Printing listing in ""See"").","(26.911, 75.798)",wikivoyage,red
1,Ambrosia ,26.9231,75.7986,"In the Hotel Ramsingh Palace, B 2, Hathi Babau Ka Bagh, Kanti Nagar, Banipark ",https://www.facebook.com/pages/Ambrosia/212615442121032 ,Eat_Budget_Savoury,"Serving vegetarian and vegan, Chinese food and barbecue atop a 100-foot-high building providing a breathtaking view of the city.","(26.9231, 75.7986)",wikivoyage,red
2,Old Take Away ,26.9162,75.8081,"146, Subhash Corner, MI Roa ", ,Eat_Budget_Savoury,Various chicken and mutton dishes for take-away.,"(26.9162, 75.8081)",wikivoyage,red
3,Peacock Rooftop Restaurant ,26.916,75.7956,"51, Hari Kishan Somani Marg ",https://hotelpearlpalace.com/wordpress/peacock-rooftop-restaurant ,Eat_Budget_Savoury,"A rooftop restaurant serving Indian, Western and Chinese food. Fast service and good value.","(26.916, 75.7956)",wikivoyage,red
4,Rawat Mishthan Bhandar ,26.9213,75.7952,"Opposite Polo Victory Cinema, Station Road, Sindhi Camp ", ,Eat_Budget_Savoury,"Do not miss the famous Pyaz ki Kachori, a spicy onion dish. Also, the ghewar and mawa kachori is famous.","(26.9213, 75.7952)",wikivoyage,red
0,Apno Gaon ,27.0092,75.7633,"14, New Loha Mandi, Sikar Road, Vishwakarma Industrial Area ", ,Eat_Mid-range,"Vegetarian food, including fresh vegetables and fruits. Slightly away from the main city: One has to go on a bumpy ride to reach there.","(27.0092, 75.7633)",wikivoyage,red
1,Four Seasons Restaurant ,26.9116,75.8016,"D-43A, Subhash Marg, C Scheme ",https://www.facebook.com/fourseasonsjaipur?rf,Eat_Mid-range,"Indian and Chinese food, among the most popular vegetarian restaurants in Jaipur.","(26.9116, 75.8016)",wikivoyage,red
2,Handi Restaurant ,26.917,75.8134,"Maya Mansion, Opp GPO, MI Rd ",http://handirestaurant.com/ ,Eat_Mid-range,"Specialising in meat dishes; chicken, mutton, kebab, tandoori and the super spicy Rajasthani speciality lal maas.","(26.917, 75.8134)",wikivoyage,red
3,Little Italy ,26.9107,75.7986,"C/11, K.K. Square, Prithviraj Marg, C-Scheme ",http://littleitaly.in/restaurant/jaipur_main.html ,Eat_Mid-range,"Part of a chain with restaurants around India and some other Asian countries, as the name reveals, this is a place to go to for Italian food. Wide selection of pizza, pasta and other typical Italian food, also some Mexican dishes. Large range of wines.","(26.9107, 75.7986)",wikivoyage,red
4,LMB ,26.9196,75.8256,"LMB Hotel & Restaurant, 100 Johari Bazaar ",http://www.hotellmb.com/restaurant.aspx ,Eat_Mid-range,"Good mid-range north Indian vegetarian restaurant. The restaurant sells good sweets and chat, Indian sweet and savory snacks, and is most famous for its Aloo ki Tikiya and Paneer Ghewar.","(26.9196, 75.8256)",wikivoyage,red
5,Loharu House ,26.907,75.7831, , ,Eat_Mid-range,"This is the house of a Royal Family in Civil Lines. Primarily a hotel, but they also serve food. You can call in advance and request a special dinner. Otherwise, dinners are served for in-house guests.","(26.907, 75.7831)",wikivoyage,red
6,Mamu's Infusion ,26.9098,75.7957,"101, 1st Floor, Mangalam Ambition Tower, Subhash Marg, C Scheme ", ,Eat_Mid-range,"Serves Indian, Italian, Mexican, Chinese, Thai and Middle Eastern dishes. Quirky decor, large servings and friendly staff.","(26.9098, 75.7957)",wikivoyage,red
7,Natraj ,26.91625,75.81126,"Panch Batti, M.I. Road ",https://www.facebook.com/Natraj-Restaurant-Jaipur-943481692408153/ ,Eat_Mid-range,"Vegetarian, speciality is the Rajasthani thali. Credit cards are accepted and they do not serve alcohol. They also have a mithai (sweets) shop.","(26.91625, 75.81126)",wikivoyage,red
8,Okra ,26.8496,75.7951,"Ashram Marg, Jawahar Circle ", ,Eat_Mid-range,Both a large buffet and a la carte. Reservations are required.,"(26.8496, 75.7951)",wikivoyage,red
9,Zodiac ,26.90237,75.79386,"Fortune Park Bella Casa, Cityplex, 1, Ashram Marg, Tonk Road ", ,Eat_Mid-range,A buffet restaurant with North Indian dishes.,"(26.90237, 75.79386)",wikivoyage,red
0,1135 AD Amber ,26.9857,75.8506,Amer Road ,https://www.facebook.com/1135adamber/ ,Eat_Splurge,Upscale restaurant in the Amber Fort complex. They serve traditional Rajasthani cuisine in royally decorated dining rooms.,"(26.9857, 75.8506)",wikivoyage,red
1,Cinnamon ,26.9117,75.7851,"Jacob Road, Civil Lines, ",http://www.tajhotels.com/food-and-wine/jai-mahal-palace-jaipur/cinnamon/default.html ,Eat_Splurge,"Northern Indian cuisine in a romantic setting, however they are reportedly a bit overpriced.","(26.9117, 75.7851)",wikivoyage,red
2,Niros ,26.9165,75.8112,"319, MI Rd, Ashok Nagar ",http://www.nirosindia.com/ ,Eat_Splurge,Niros is a 60-year-old restaurant serving mostly Indian and Indo-Chinese dishes. Opinions are divided between those who laud the restaurant and others who consider it overpriced and more hype than quality.,"(26.9165, 75.8112)",wikivoyage,red
3,Steam ,26.896,75.8077, , ,Eat_Splurge,"A train turned into an Italian restaurant, on the grounds of the Taj Rambagh palace. Popular among the upper class of Jaipur, they are also famous for their pizzas.","(26.896, 75.8077)",wikivoyage,red
0,Step Out Cafe,0.0,0.0,"P 14, Sahdev Marg, Near Secretariat, C Scheme, Ashok Nagar",https://www.stepoutcafe.in/,Drink,"Bright and airy. Secluded garden seating. Excellent coffee. Mouth-watering desserts. Lebanese, Mexican, Italian Cuisine. Wide-rage of vegan and gluten-free options.","(0, 0)",wikivoyage,red
0,Amigos Bar & Discoteque ,26.9179,75.8,"Church Road, MI Road ", ,Drink,"Mexico-themed bar at the 9th floor of the OM Tower hotel, in the adjoining room there's a dance floor. Apparently a wider range of beverages and cocktails than at restaurants.","(26.9179, 75.8)",wikivoyage,red
1,Colorbar ,26.8518,75.7956,"Radisson Blu, Plot 5 & 6, Airport Plaza,Tonk Road, Durgapura ",https://www.radissonhotels.com/en-us/hotels/radisson-blu-jaipur/restaurant-bar ,Drink,"On the top of the roof of Radission Blu Airport hotel, with nice views of the planes landing and taking off. Barbecue, pool and interesting luminescent chairs and tables.","(26.8518, 75.7956)",wikivoyage,red
0,District 9 Lounge ,26.8493,75.8078,"E-20, Prem Plaza, Girdhar Marg, Opposite Reliance Fresh ",https://www.facebook.com/District9lounge/ ,Drink,"Rooftop and indoor seating. More of a restaurant than a bar, with dishes from all over the world ranging from spring rolls to pizzas and fajitas to burritos.","(26.8493, 75.8078)",wikivoyage,red
1,Drop Zone Lounge Bar ,26.8496,75.8093,"14/82 & 83, Niti Nagar, Opposite Capt Amit Bhardwaj Petrol Pump, Malviya Nagar ", ,Drink,"A bar with a pleasant rooftop seating with fantastic views, and they serve food as well.","(26.8496, 75.8093)",wikivoyage,red
2,Henry’s – The Pub ,26.9052,75.8124,"Park Prime Hotel, Prithviraj road, Near Statue Circle ",https://www.facebook.com/pages/Henrys-Park-Prime-Jaipur/147076938737915 ,Drink,"Cozy pub in the basement of the Prime Park Hotel, reportedly great for an evening out with your friends. Many different snacks and cocktails. On the downside some guests find the service is a bit slow.","(26.9052, 75.8124)",wikivoyage,red
3,Skyfall By Replay ,26.89262,75.80701,"SB-57, Riddhi Tower, 5th Floor ",https://www.facebook.com/skyfalljaipur/ ,Drink,"Bar, restaurant and lounge with Mexican and Italian cuisine. Different sitting areas, which makes it a good place for private events.","(26.89262, 75.80701)",wikivoyage,red
0,3D's Restro Lounge ,26.8432,75.8025,"A2 Corporate Tower, Near Jawahar Circle ",https://www.facebook.com/3DSRestroLounge/ ,Drink,"A lounge bar with two restaurants (fine dining and casual). A good place to hang out with your friends, and fairly popular among students.","(26.8432, 75.8025)",wikivoyage,red
1,Blackout ,26.9139,75.8056,"9th floor, Golden Oak Hotel, Landmark Building, Ahinsa Circle, C Scheme ",https://www.facebook.com/blackoutjaipur ,Drink,"Bar and nightclub popular with the party crowd, though their food is apparently not very good. Great views of the city from the rooftop lounge.","(26.9139, 75.8056)",wikivoyage,red
2,Club Seven ,26.8918,75.7576,"The Byke Grassfield Resort, Kishan Nagar , Near Bansal Hospital ",https://www.facebook.com/pages/CLUB-SEVEN/395634490599614 ,Drink,"A nightclub with electronic music and different events every few weeks at the Byke Grassfield Resort, some 6-7 km southwest of the city centre.","(26.8918, 75.7576)",wikivoyage,red
3,House of People ,0.0,0.0,"Hotel Las Vegas, A1, Sehkar Marg, Bais Godam ",https://www.zomato.com/jaipur/house-of-people-bais-godam ,Drink,House of People is a nightclub offering a wide variety of drinks and an amazing lounge to hang out. A pint of beer would cost about ₹250. It also attracts good gentry in general.,"(0, 0)",wikivoyage,red
0,Step Out Cafe,0.0,0.0,"P 14, Sahdev Marg, Near Secretariat, C Scheme, Ashok Nagar",https://www.stepoutcafe.in/,Drink_Coffee,"Bright and airy. Secluded garden seating. Excellent coffee. Mouth-watering desserts. Lebanese, Mexican, Italian Cuisine. Wide-rage of vegan and gluten-free options.","(0, 0)",wikivoyage,red
0,Amigos Bar & Discoteque ,26.9179,75.8,"Church Road, MI Road ", ,Drink_Alcohol,"Mexico-themed bar at the 9th floor of the OM Tower hotel, in the adjoining room there's a dance floor. Apparently a wider range of beverages and cocktails than at restaurants.","(26.9179, 75.8)",wikivoyage,red
1,Colorbar ,26.8518,75.7956,"Radisson Blu, Plot 5 & 6, Airport Plaza,Tonk Road, Durgapura ",https://www.radissonhotels.com/en-us/hotels/radisson-blu-jaipur/restaurant-bar ,Drink_Alcohol,"On the top of the roof of Radission Blu Airport hotel, with nice views of the planes landing and taking off. Barbecue, pool and interesting luminescent chairs and tables.","(26.8518, 75.7956)",wikivoyage,red
0,District 9 Lounge ,26.8493,75.8078,"E-20, Prem Plaza, Girdhar Marg, Opposite Reliance Fresh ",https://www.facebook.com/District9lounge/ ,Drink_Alcohol,"Rooftop and indoor seating. More of a restaurant than a bar, with dishes from all over the world ranging from spring rolls to pizzas and fajitas to burritos.","(26.8493, 75.8078)",wikivoyage,red
1,Drop Zone Lounge Bar ,26.8496,75.8093,"14/82 & 83, Niti Nagar, Opposite Capt Amit Bhardwaj Petrol Pump, Malviya Nagar ", ,Drink_Alcohol,"A bar with a pleasant rooftop seating with fantastic views, and they serve food as well.","(26.8496, 75.8093)",wikivoyage,red
2,Henry’s – The Pub ,26.9052,75.8124,"Park Prime Hotel, Prithviraj road, Near Statue Circle ",https://www.facebook.com/pages/Henrys-Park-Prime-Jaipur/147076938737915 ,Drink_Alcohol,"Cozy pub in the basement of the Prime Park Hotel, reportedly great for an evening out with your friends. Many different snacks and cocktails. On the downside some guests find the service is a bit slow.","(26.9052, 75.8124)",wikivoyage,red
3,Skyfall By Replay ,26.89262,75.80701,"SB-57, Riddhi Tower, 5th Floor ",https://www.facebook.com/skyfalljaipur/ ,Drink_Alcohol,"Bar, restaurant and lounge with Mexican and Italian cuisine. Different sitting areas, which makes it a good place for private events.","(26.89262, 75.80701)",wikivoyage,red
0,3D's Restro Lounge ,26.8432,75.8025,"A2 Corporate Tower, Near Jawahar Circle ",https://www.facebook.com/3DSRestroLounge/ ,Drink_Night clubs,"A lounge bar with two restaurants (fine dining and casual). A good place to hang out with your friends, and fairly popular among students.","(26.8432, 75.8025)",wikivoyage,red
1,Blackout ,26.9139,75.8056,"9th floor, Golden Oak Hotel, Landmark Building, Ahinsa Circle, C Scheme ",https://www.facebook.com/blackoutjaipur ,Drink_Night clubs,"Bar and nightclub popular with the party crowd, though their food is apparently not very good. Great views of the city from the rooftop lounge.","(26.9139, 75.8056)",wikivoyage,red
2,Club Seven ,26.8918,75.7576,"The Byke Grassfield Resort, Kishan Nagar , Near Bansal Hospital ",https://www.facebook.com/pages/CLUB-SEVEN/395634490599614 ,Drink_Night clubs,"A nightclub with electronic music and different events every few weeks at the Byke Grassfield Resort, some 6-7 km southwest of the city centre.","(26.8918, 75.7576)",wikivoyage,red
3,House of People ,0.0,0.0,"Hotel Las Vegas, A1, Sehkar Marg, Bais Godam ",https://www.zomato.com/jaipur/house-of-people-bais-godam ,Drink_Night clubs,House of People is a nightclub offering a wide variety of drinks and an amazing lounge to hang out. A pint of beer would cost about ₹250. It also attracts good gentry in general.,"(0, 0)",wikivoyage,red
0,Atithi Guest House ,26.9202,75.7976,1 Park House Scheme ,http://www.atithijaipur.com/ ,Sleep,"A nice, modern and very clean hotel a few minutes from the Pink City. Has a simple restaurant, laundry service, Wi-Fi (check on current rates, which are not posted on their site). Be careful of rickshaw/taxi drivers as they don't get a commission here so may try to bring you somewhere else.","(26.9202, 75.7976)",wikivoyage,red
1,Chit Chat Palace ,26.9255,75.7908,"D-160 Kabir Marg, Bani Park ",http://www.chitchatrestaurantandguesthouse.com/ ,Sleep,"Airport/rail station/bus station pick up available, nice restaurant.","(26.9255, 75.7908)",wikivoyage,red
2,Hotel Kalyan ,26.912416,75.787288,"Hathroi Fort, Ajmer Rd ",https://www.hotelkalyan.com/ ,Sleep,2-star hotel with a quiet and relaxing atmosphere. Free parking and pickup is available from the train station and central bus stand. Tasty restaurant and good service.,"(26.912416, 75.787288)",wikivoyage,red
3,Hotel Malak Mahal ,26.98095,75.85066,"54, Near Jal Mahal, Amer Rd ", ,Sleep,"This hotel, which opened in 2012, has 45 rooms, an in-house restaurant and reserved parking spaces. It also provides free Wi-Fi, air-con rooms with attached washrooms and a nice guest service system. Their reservation phone number is covered 24/7.","(26.98095, 75.85066)",wikivoyage,red
4,Hotel Pearl Palace ,26.9162,75.7956,"51 Hathroi Fort, Hari Kishan Somani Marg, Ajmer Road ",http://www.hotelpearlpalace.com ,Sleep,The place is designed as an art museum. Wonderful roof top patio restaurant. The owners are nice but the front desk clerk is very moody. They do not always honor reservations made from their website.,"(26.9162, 75.7956)",wikivoyage,red
5,Hotel Ramsingh Palace ,26.9236,75.7988,"B-2, Hathi Babu Ka Bagh, Kanti Nagar ",http://hotelramsinghpalace.com/ ,Sleep,"Comfortable beds, each room comes with LCDTV with multiple channels. Walking distance to the train station and central bus stand. Airport/rail station/bus station pick up available, multi-cuisine restaurant.","(26.9236, 75.7988)",wikivoyage,red
6,Hotel Sangam ,26.921,75.7979,17 Motilal Atal Rd ,http://www.hotelsangamjaipur.com/ ,Sleep,"Good mattress, TV, restaurant, includes breakfast toast.","(26.921, 75.7979)",wikivoyage,red
7,Hotel Shikha ,26.9061,75.7971,"R-14, Yudhishthir Marg, C-Scheme ",https://www.hotelshikha.com ,Sleep,The only hotel in Jaipur that is opposite to the deer park in c-scheme. Coffee & wine lounge in premises with Rock Pub and discotheque. Special offers on website.,"(26.9061, 75.7971)",wikivoyage,red
8,Jaipur Inn ,26.928307,75.798092,"B-17, Shiv Marg, Bani Park ",http://www.jaipurinn.com/ ,Sleep,"Hot water, air-con, TV, heater, and telephone in every room. The hotel also has a backup power generator and a lift. Nice rooftop bar with great views over the city. All room rates include rooftop Wi-Fi and free cancellation. They can also serve food. During low season (April/May/June), 50% discount if you stay 2 days or more.","(26.928307, 75.798092)",wikivoyage,red
9,Karni Niwas ,26.9203,75.7973,C-5 Motilal Atal Road ,http://www.hotelkarniniwas.com/ ,Sleep,"Good budget hotel. Very clean with hot water, quiet room. Restaurant, includes continental breakfast.","(26.9203, 75.7973)",wikivoyage,red
10,Moustache Jaipur,26.91958611458579,75.79778428274552,"Park House 7, Mirza Ismail Rd",https://moustachescapes.com/accommodation/Hostel/jaipur,Sleep,"Recommended by many travellers, this hostel is the headquarters of the Moustache chain. The street food tour is recommended by many. Afterwards, you can relax in the rooftop restaurant and pool.","(26.91958611458579, 75.79778428274552)",wikivoyage,red
0,Krishna Palace ,26.928,75.7861,"E-26, Durga Marg, Bani Park ",http://www.krishnapalace.com ,Sleep,"Heritage property which looks like a palace. Nice garden, quiet and very clean. Traditional-style spacious rooms with private bath and hot shower. 24-hr service. Comfortable beds, each room comes with TV with all channels. Rooftop and garden restaurant available. Walking distance to the train station. Managed by a friendly family. Very quiet and relaxing neighbourhood surrounded by greenery. Pickup service from the train and central bus station is free of charge.","(26.928, 75.7861)",wikivoyage,red
1,Moon Light Palace ,26.9127,75.7781,"S-34, Shanti Nagar, Near Labour Court ",http://www.hotelmoonlightpalace.com/ ,Sleep,It's clean with solid Wi-Fi. Free pick up from station. Restaurant has a wide range of food.,"(26.9127, 75.7781)",wikivoyage,red
2,Pink City Guest House ,26.9209,75.7973,18 Motilal Atal Rd , ,Sleep,"Clean rooms and good value with reliable hot water, TV and Wi-Fi - just ask the guy at the reception. Steps away from bus station and few min walk from old town and/or rail station. Five stores down the road south on that side of the street is an amazing vegetarian restaurant Mohal's which does great cheapish food. Make sure you get one of the rooms facing the quiet backstreet. The hotel lacks its own website, and current tariffs seem to be impossible to find online. As of 2012 or so, they charged ₹400-700 for a double room, with off season rates of ₹250 for a very basic room without attached bathroom.","(26.9209, 75.7973)",wikivoyage,red
